source,target,year,weight,total
682d83bda1eb7de6698341e05204627b,778113048f197bd7138149ff4445efbb,2023,1,1
682d83bda1eb7de6698341e05204627b,2f85d0c4cef80ab36cc4065fd9f17110,2023,1,1
778113048f197bd7138149ff4445efbb,2f85d0c4cef80ab36cc4065fd9f17110,2023,1,1
778113048f197bd7138149ff4445efbb,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
778113048f197bd7138149ff4445efbb,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
778113048f197bd7138149ff4445efbb,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
2f85d0c4cef80ab36cc4065fd9f17110,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
2f85d0c4cef80ab36cc4065fd9f17110,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
2f85d0c4cef80ab36cc4065fd9f17110,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
682d83bda1eb7de6698341e05204627b,ab1af175f35677a1e9597e51b63a2f4d,2023,1,1
682d83bda1eb7de6698341e05204627b,8af45bf423f6ff92dbf0b976f376581d,2023,1,1
682d83bda1eb7de6698341e05204627b,b01bad0e82da8cb23f3f3e585814f9f0,2023,1,1
ab1af175f35677a1e9597e51b63a2f4d,8af45bf423f6ff92dbf0b976f376581d,2023,1,1
ab1af175f35677a1e9597e51b63a2f4d,b01bad0e82da8cb23f3f3e585814f9f0,2023,1,1
ab1af175f35677a1e9597e51b63a2f4d,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
ab1af175f35677a1e9597e51b63a2f4d,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
ab1af175f35677a1e9597e51b63a2f4d,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
8af45bf423f6ff92dbf0b976f376581d,b01bad0e82da8cb23f3f3e585814f9f0,2023,1,1
8af45bf423f6ff92dbf0b976f376581d,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
8af45bf423f6ff92dbf0b976f376581d,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
8af45bf423f6ff92dbf0b976f376581d,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
b01bad0e82da8cb23f3f3e585814f9f0,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
b01bad0e82da8cb23f3f3e585814f9f0,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
b01bad0e82da8cb23f3f3e585814f9f0,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
682d83bda1eb7de6698341e05204627b,92abca70d1043304d498b97c2d4cf3dd,2023,1,1
682d83bda1eb7de6698341e05204627b,c2190157bbd4f7343c0c819527bb6d9b,2023,1,1
682d83bda1eb7de6698341e05204627b,30e7584b1fc3093b1e5d9e7f055496e2,2023,1,1
92abca70d1043304d498b97c2d4cf3dd,c2190157bbd4f7343c0c819527bb6d9b,2023,1,1
92abca70d1043304d498b97c2d4cf3dd,30e7584b1fc3093b1e5d9e7f055496e2,2023,1,1
92abca70d1043304d498b97c2d4cf3dd,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
92abca70d1043304d498b97c2d4cf3dd,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
92abca70d1043304d498b97c2d4cf3dd,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
c2190157bbd4f7343c0c819527bb6d9b,30e7584b1fc3093b1e5d9e7f055496e2,2023,1,1
c2190157bbd4f7343c0c819527bb6d9b,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
c2190157bbd4f7343c0c819527bb6d9b,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
c2190157bbd4f7343c0c819527bb6d9b,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
30e7584b1fc3093b1e5d9e7f055496e2,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
30e7584b1fc3093b1e5d9e7f055496e2,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
30e7584b1fc3093b1e5d9e7f055496e2,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
0b0896f98cc58819998d8754c9bddf88,7ce1a812b12b5ba9d73ee6a9db56563e,2023,3,3
0b0896f98cc58819998d8754c9bddf88,565ed2e7fbd5d94fc8c8b44c0038fddd,2023,3,3
7ce1a812b12b5ba9d73ee6a9db56563e,565ed2e7fbd5d94fc8c8b44c0038fddd,2023,3,3
fc6e0c98b40a21cf63232389e669d7a2,467b2d53d5f6a9b8025627e3160599d3,2023,1,1
fc6e0c98b40a21cf63232389e669d7a2,421962bc8da5103dca6b8a436aae10b6,2023,1,1
fc6e0c98b40a21cf63232389e669d7a2,f67f0805a2237777f7fbbd0d14f018ca,2023,1,1
467b2d53d5f6a9b8025627e3160599d3,421962bc8da5103dca6b8a436aae10b6,2023,1,1
467b2d53d5f6a9b8025627e3160599d3,f67f0805a2237777f7fbbd0d14f018ca,2023,1,1
421962bc8da5103dca6b8a436aae10b6,f67f0805a2237777f7fbbd0d14f018ca,2023,3,3
f1acd93ca30bd0f000bf0a5a2dc61f24,d646e74a5d2be2dabda97f30a5322cad,2023,1,1
f1acd93ca30bd0f000bf0a5a2dc61f24,8129606618dfea174623fe3bf1bc61f8,2023,1,1
d646e74a5d2be2dabda97f30a5322cad,8129606618dfea174623fe3bf1bc61f8,2023,1,1
7c367a17af3d0a6186eb8437fd921681,75ab6efcfc4d15c57e7db3d64ffa0db9,2023,1,1
7c367a17af3d0a6186eb8437fd921681,e8e74a1932aebc25ed9d5cd5a4cce2cc,2023,1,1
7c367a17af3d0a6186eb8437fd921681,82b5a47ebac008a33c0b14bb07b56fa9,2023,1,1
75ab6efcfc4d15c57e7db3d64ffa0db9,e8e74a1932aebc25ed9d5cd5a4cce2cc,2023,1,1
75ab6efcfc4d15c57e7db3d64ffa0db9,82b5a47ebac008a33c0b14bb07b56fa9,2023,1,1
e8e74a1932aebc25ed9d5cd5a4cce2cc,82b5a47ebac008a33c0b14bb07b56fa9,2023,1,1
50df3b62462005777ad9b972311c9bb9,3e3852ff3bf42fb33a8e78b00e5a3147,2023,1,1
50df3b62462005777ad9b972311c9bb9,ff06efa924ff8f8c064b4d085ca8cff5,2023,1,1
3e3852ff3bf42fb33a8e78b00e5a3147,ff06efa924ff8f8c064b4d085ca8cff5,2023,1,1
